read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"desautels, 2017",179,0.431681032078301,0.168758984443244,0.410802853499394,general medical,individual,cut-off score,cbt-based,wl,north america,low,4,1,1,25,25,50
"dimidjian, 2006",180,0.909880397075662,0.0598264468730848,0.244594453888646,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,29,50,79
"dimidjian, 2006",181,0.960614197603434,0.060438975444714,0.245843396178775,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,29,50,79
"dimidjian, 2006",182,0.487717235908053,0.0499963653182732,0.223598670206853,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,35,50,85
"dimidjian, 2006",183,0.851234206577401,0.0538050998825504,0.231959263411812,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,34,50,84
"dimidjian, 2017",184,0.333688900121057,0.0293995275150084,0.171462904195072,perinatal depression,other formats,cut-off score,cbt-based,cau,north america,low,4,1,1,70,68,138
"dimidjian, 2017",185,0.594254396524786,0.0411053539021037,0.202744553322904,perinatal depression,other formats,cut-off score,cbt-based,cau,north america,low,4,1,1,64,64,128
"dimidjian, 2017",186,0.39445443472294,0.0350535744109983,0.187225998224067,perinatal depression,other formats,cut-off score,cbt-based,cau,north america,low,4,1,1,86,86,172
"dindo, 2012",187,1.09898340754862,0.117589792684313,0.342913681098193,general medical,group,diagnosis,cbt-based,wl,north america,some concern,2,0,1,31,14,45
"dindo, 2012",188,1.20803770640087,0.120485972396587,0.347110893514719,general medical,group,diagnosis,cbt-based,wl,north america,some concern,2,0,1,31,14,45
"dindo, 2012",189,1.13579586499446,0.179307791657955,0.423447507559031,general medical,group,diagnosis,cbt-based,wl,north america,some concern,2,0,1,31,31,62
"dindo, 2012",190,2.01250317086796,0.385382359211035,0.62079171967016,general medical,group,diagnosis,cbt-based,wl,north america,some concern,2,0,1,31,31,62
"dindo, 2019",191,0.286062894222611,0.0395369622046957,0.198839035917738,general medical,group,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,56,47,103
"dindo, 2019",192,0.885084574375644,0.091189065278104,0.301975272626922,general medical,group,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,56,56,112
"dindo, 2019",193,0.590351304193096,0.0511714549319706,0.226211084900742,general medical,group,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,56,56,112
"dindo, 2019",194,-0.338051531107849,0.0545319046053026,0.233520672757901,general medical,group,diagnosis,cbt-based,other ctr,north america,some concern,2,0,1,56,56,112
"dobkin, 2011",195,1.04757559404602,0.0570243754614052,0.238797771056191,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,41,39,80
"dobkin, 2011",196,1.22781056591292,0.0596377011507005,0.244208315072809,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,41,39,80
"dobkin, 2011",197,1.49062485918058,0.139867286114966,0.373988350239638,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,41,41,82
"dobkin, 2020",198,0.712041004956907,0.0591962617437709,0.243302819021422,general medical,other formats,diagnosis,cbt-based,cau,north america,low,4,1,1,37,35,72
"dobkin, 2020",199,1.48051128657194,0.0711527815417884,0.26674478728138,general medical,other formats,diagnosis,cbt-based,cau,north america,low,4,1,1,37,35,72
"dobkin, 2021",200,0.931646632916064,0.0493499715229108,0.222148534820536,general medical,other formats,diagnosis,cbt-based,cau,north america,low,4,1,1,45,45,90
"dobkin, 2021",201,0.893054286653272,0.048951977899787,0.221250938754589,general medical,other formats,diagnosis,cbt-based,cau,north america,low,4,1,1,45,45,90
"doering, 2013",202,1.15470018050794,0.08430122126695,0.290346725944947,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,45,45,90
"doering, 2013",203,0.924684713255748,0.0745108608634146,0.272966776116462,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,45,45,90
"dong, 2019",204,2.50184032341828,0.0798199305134992,0.282524212260647,general medical,other formats,cut-off score,not-cbt-based,cau,east asia,low,4,1,1,45,45,90
"dong, 2019",205,2.00349486519702,0.0671305374047542,0.25909561440664,general medical,other formats,cut-off score,not-cbt-based,cau,east asia,low,4,1,1,45,45,90
"duarte, 2009",206,0.789682069080616,0.0508531472999125,0.225506424076815,general medical,group,diagnosis,cbt-based,cau,other region,low,4,1,1,41,44,85
"duarte, 2009",207,0.833816093335409,0.0512823720036105,0.226456114961841,general medical,group,diagnosis,cbt-based,cau,other region,low,4,1,1,41,44,85
"dwight-johnson, 2011",208,1.96366020444155,0.0589900562905681,0.242878686365371,other target groups,other formats,cut-off score,cbt-based,cau,north america,some concern,3,0,1,50,51,101
"dwight-johnson, 2011",209,1.6031158714703,0.0525259988581524,0.229185511885355,other target groups,other formats,cut-off score,cbt-based,cau,north america,some concern,3,0,1,50,51,101
"dwight-johnson, 2011",210,0.241428532147435,0.049852996354384,0.223277845641667,other target groups,other formats,cut-off score,cbt-based,cau,north america,some concern,3,0,1,50,50,100
"dwight-johnson, 2011",211,0.557161033559732,0.0575979489694783,0.239995726981708,other target groups,other formats,cut-off score,cbt-based,cau,north america,some concern,3,0,1,50,50,100
"ebert, 2014",212,0.690520130873649,0.0282723198447488,0.168143747563651,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,75,75,150
"ebert, 2014",213,0.701175535888008,0.0403639184449259,0.20090773615002,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,75,75,150
"ebert, 2014",214,0.90790051043017,0.0408631848823454,0.202146444149645,other target groups,guided self-help,cut-off score,cbt-based,wl,europe,low,4,1,1,75,75,150
"ebert, 2018",215,0.838337083212667,0.0213432933676842,0.146093440536131,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,102,102,204
"ebert, 2018",216,0.345914865153444,0.0199033130472994,0.14107910209276,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,102,102,204
"ebert, 2018",217,0.399711788094946,0.0200023628622627,0.141429709970228,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,102,102,204
"ebert, 2018",218,0.523840546590501,0.0342649796465681,0.18510802156192,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,78,78,156
"ebert, 2018",219,0.359136139319974,0.0364634665753216,0.190954095466218,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,72,72,144
"ebert, 2018",220,0.429126932002381,0.0330704497432342,0.181852824402686,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,102,102,204
"ebert, 2018",221,0.399608866494216,0.0305076628568142,0.174664429283166,adults,guided self-help,subclinical depression,not-cbt-based,wl,europe,low,4,1,1,102,102,204
"ede, 2020",222,0.693442874402148,0.0261933014660466,0.161843447399166,student population,group,cut-off score,cbt-based,wl,other region,some concern,3,0,1,82,80,162
"ekers, 2011",223,1.1517959104284199,0.126166370756942,0.355199057933635,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,16,22,38
"ekers, 2011",224,0.716508966258977,0.115252846393159,0.339489096132938,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,23,23,46
"ekers, 2011",225,0.815343430411533,0.171281048538238,0.413861146446774,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,23,23,46
"ekers, 2011",226,0.82529029198853,0.144152411272962,0.379674085595741,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,23,23,46
"ekers, 2011",227,0.581464339414156,0.130568958515612,0.361343269642056,adults,individual,diagnosis,cbt-based,wl,europe,low,4,1,1,23,23,46
"ekkers, 2011",228,0.898632538641494,0.0482822015499553,0.219732113151344,older adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,53,40,93
"ekkers, 2011",229,1.27406495707237,0.0542552981310889,0.232927667165343,older adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,53,38,91
"ekkers, 2011",230,0.530346833249347,0.0454054250233565,0.213085487594431,older adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,53,40,93
"ekkers, 2011",231,0.643347299004808,0.0474967956084528,0.217937595674663,older adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,53,38,91
"ekkers, 2011",232,0.808450502685937,0.144933756620039,0.380701663537262,older adults,group,diagnosis,cbt-based,cau,europe,some concern,2,0,1,48,48,96
"elkin, 1989",233,0.150717238708911,0.0331732482815546,0.182135247224568,adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,59,62,121
"elkin, 1989",234,0.316504344846373,0.0334974098342578,0.183022976246858,adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,59,62,121
"elkin, 1989",235,0.282601872491939,0.0328511953515257,0.181248987173793,adults,individual,diagnosis,not-cbt-based,other ctr,north america,low,4,1,1,61,62,123
"elkin, 1989",236,0.430444753747906,0.0332851007233299,0.182442047574921,adults,individual,diagnosis,not-cbt-based,other ctr,north america,low,4,1,1,61,62,123
"elkin, 1989",237,0.196206153166556,0.0409873932635537,0.202453434803052,adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,59,59,118
"elkin, 1989",238,0.402013949898336,0.0520586450037079,0.228163636462316,adults,individual,diagnosis,cbt-based,other ctr,north america,low,4,1,1,59,59,118
"elkin, 1989",239,0.341106569225799,0.0405717868758389,0.201424394937254,adults,individual,diagnosis,not-cbt-based,other ctr,north america,low,4,1,1,61,61,122
"elkin, 1989",240,0.564133104078824,0.049960728072305,0.223518965800008,adults,individual,diagnosis,not-cbt-based,other ctr,north america,low,4,1,1,61,61,122
"embling, 2002",241,2.47168963108425,0.189129998478209,0.434890789139306,adults,group,diagnosis,cbt-based,wl,europe,some concern,2,0,1,19,19,38
"eseadi, 2018",242,9.56162855179596,1.74290727662152,1.32019213625196,other target groups,group,cut-off score,cbt-based,cau,other region,some concern,2,0,1,15,15,30
"euteneuer, 2017",243,0.766346654979075,0.0674467969740271,0.259705211680527,adults,individual,diagnosis,cbt-based,wl,europe,some concern,3,0,1,34,30,64
"euteneuer, 2017",244,0.709391747262988,0.0667739058254231,0.258406474039299,adults,individual,diagnosis,cbt-based,wl,europe,some concern,3,0,1,34,30,64
"evans, 1995",245,0.541718849881029,0.0816713660680785,0.285782025446106,general medical,group,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,27,24,51
"evans, 1995",246,0.648055234803775,0.0829507856406042,0.288011780385116,general medical,group,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,27,24,51
"evans, 1995",247,0.915256220197674,0.0989288110793496,0.314529507485942,general medical,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,21,24,45
"evans, 1995",248,0.963219274013934,0.0999659657050168,0.316173948491992,general medical,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,21,24,45
"fann, 2015",249,0.0438493851089058,0.121612847715802,0.348730336672625,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,2,0,1,18,18,36
"fann, 2015",250,0.255761301473736,0.115886103790924,0.340420480862894,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,2,0,1,18,18,36
"fann, 2015",251,0.103108746289032,0.0736244629357498,0.271338281368018,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,40,40,80
"fann, 2015",252,0.470158937763019,0.0709912314992741,0.266441797583026,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,40,40,80
"fann, 2015",253,0.0448471004078906,0.0793822838532755,0.281748618192309,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,2,0,1,18,42,60
"fann, 2015",254,0.174178762414057,0.0796245949360136,0.282178303446621,general medical,individual,diagnosis,cbt-based,cau,north america,some concern,2,0,1,18,42,60
"fann, 2015",255,0.106443597421616,0.0488799286372834,0.221088056297222,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,40,42,82
"fann, 2015",256,0.167452017463958,0.0489837623086334,0.22132275596656,general medical,other formats,diagnosis,cbt-based,cau,north america,some concern,2,0,1,40,42,82
"faramarzi, 2008",257,1.72327639138561,0.093661509153468,0.30604167878488,other target groups,group,cut-off score,cbt-based,cau,other region,some concern,1,0,1,29,30,59
"faramarzi, 2008",258,1.23291885672837,0.154555011873471,0.393134852020869,other target groups,group,cut-off score,cbt-based,cau,other region,some concern,1,0,1,29,29,58
"fledderus, 2012",259,1.18290579814799,0.0568771188321294,0.238489242592049,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,125,125,250
"fledderus, 2012",260,1.31606689971648,0.0561805381531083,0.237024340845214,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,125,125,250
"fledderus, 2012",261,0.734981284538852,0.0170191170055351,0.130457337875396,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,125,126,251
"fledderus, 2012",262,0.890053774608289,0.0175241463295299,0.132378798640605,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,125,126,251
"floyd, 2004",263,0.63534955442027,0.156301510951347,0.395349858924152,older adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,13,14,27
"floyd, 2004",264,0.88515743993254,0.163781978252303,0.404699861937588,older adults,guided self-help,diagnosis,cbt-based,wl,north america,high,0,0,0,13,14,27
"floyd, 2004",265,1.2560467030163,0.235170915812491,0.484944239900311,older adults,individual,diagnosis,cbt-based,wl,north america,some concern,1,0,1,8,14,22
"floyd, 2004",266,1.86873080464577,0.282185222118999,0.531211089981186,older adults,individual,diagnosis,cbt-based,wl,north america,high,0,0,0,8,14,22
"flygare, 2020",267,0.227349981876119,0.0539232316140816,0.232213762757683,adults,guided self-help,cut-off score,cbt-based,other ctr,europe,low,4,1,1,40,35,75
"flygare, 2020",268,0.230571614744795,0.0539332726129291,0.232235381914404,adults,guided self-help,cut-off score,cbt-based,other ctr,europe,low,4,1,1,40,35,75
"folke, 2012",269,0.662217786680892,0.124820384845623,0.353299285090733,other target groups,other formats,diagnosis,cbt-based,cau,europe,some concern,2,0,1,18,16,34
"fonagy, 2015",270,0.424521424880216,0.0422908175878429,0.205647313592575,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,51,46,97
"fonagy, 2015",271,0.234576956928475,0.0416351587871585,0.204046952408407,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,51,46,97
"fonagy, 2015",272,0.43744157962897,0.0656284939501506,0.256180588550637,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,45,45,90
"fonagy, 2015",273,0.222731919779345,0.0626413638161573,0.25028256794303,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,53,53,106
"fonagy, 2015",274,0.808628056507823,0.0811513455321705,0.284870752328438,adults,individual,diagnosis,not-cbt-based,cau,europe,low,4,1,1,55,55,110
"forand, 2018",275,1.55370200300583,0.0763894895544263,0.27638648583899,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,2,0,1,45,27,72
"forand, 2018",276,1.59436508575297,0.0648135564784708,0.254585067273143,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,59,30,89
"forand, 2018",277,1.19051965827488,0.0827058127021274,0.287586183086266,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,59,59,118
"forand, 2018",278,1.33171727025945,0.0848478755535495,0.291286586635138,adults,guided self-help,cut-off score,cbt-based,wl,north america,some concern,3,0,1,59,59,118
